"original_title,""overview"",""popularity"",""release_date"",""vote_average"",""vote_count"",""budget"",""keywords"",""director"",""comentarios""",,,,,,,
"The Ghost and the Darkness,""The true story of Richard Kuklinski, the notorious contract killer and family man."",""19494703"",""9/1/2012"",""64"",""365"",""20000000"",""new jersey restaurant hitman van arrest"",""Ariel Vromen"",""""",,,,,,,
"Trees Lounge,""In a place where killers are celebrated as heroes, these filmmakers challenge unrepentant death-squad leaders to dramatize their role in genocide. The result is a surreal, cinematic journey, not only into the memories and imaginations of mass murderers, but also into a frighteningly banal regime of corruption and impunity."",""8887411"",""8/31/2012"",""75"",""210"",""1000000"",""corruption war indonesia"",""Joshua Oppenheimer"",""""",,,,,,,
"Get on the Bus,""College """"frenemies"""" Lauren and Katie move in together after losing a relationship and rent control, respectively. Sharing Katie's late grandmother's apartment in New York City, the girls bicker with each other until one fateful night, when Katie's noisy bedroom activities make Lauren barge in and discover a dirty little secret. This revelation brings them closer together, and Lauren (the brains) and Katie (the talent) concoct a wildly successful business venture. As profits swell, the girls reevaluate their hopes and dreams and realize that just because someone pees in your hair in college doesn't mean she won't be your best friend 10 years later."",""14238376"",""8/31/2012"",""58"",""110"",""850000"",""crude humor best friend phone sex innuendo dirty joke"",""Jamie Travis"",""""",,,,,,,
"Sleepers,""A young girl buys an antique box at a yard sale, unaware that inside the collectible lives a malicious ancient spirit. The girl's father teams with his ex-wife to find a way to end the curse upon their child."",""21680424"",""8/30/2012"",""58"",""498"",""14000000"","""",""Ole Bornedal"",""""",,,,,,,
"Swingers,""It's Schluufy's birthday, and the Oogieloves (Goobie, Zoozie and Toofie), along with their friends J. Edgar, Windy Window and Ruffy, are organizing a party. (Shh! It's a secret.) Everything is going along just perfectly until J. Edgar trips and loses the last five magical balloons in all of Lovelyloveville--OH NO! The Oogiloves set out to find the magical balloons in time to save their friend's party. Along the way, they meet some very interesting characters indeed, including Dotty Rounder (Cloris Leachman), Bobby Wobbly (Carey Elwes), Milky Marvin (Chazz Palminteri), Rosalie Rosebud (Toni Braxton) and Lola and Lero Sombero (Christopher Lloyd and Jaime Pressly). Can these new friends help them recover the magical balloons and get back to the cottage in time to celebrate Schluufy's surprise birthday?"",""28576"",""8/29/2012"",""22"",""8"",""0"","""",""Matthew Diamond"",""""",,,,,,,
"Michael Collins,""A teacher lives a lonely life, all the while struggling over his sonâ€™s custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie."",""21826888"",""8/28/2012"",""79"",""927"",""3800000"",""father son relationship denmark lie pedophilia kindergarten"",""Thomas Vinterberg"",""""",,,,,,,
"Thinner,""When two bus crash survivors awake to discover that they are the only people left in their small town, they must form an unlikely alliance in a race to unravel the truth behind their isolation. As strange events begin to unfold, they start to question whether the town they know so well is really what it seems."",""4596157"",""8/27/2012"",""56"",""63"",""0"",""coma crash accepting death"",""Ryan Smith"",""""",,,,,,,
"Romeo + Juliet,""The modern-day story focuses on two beautiful young vampires who are living the good nightlife in New York until love enters the picture and each has to make a choice that will jeopardize their immortality."",""7.25E+16"",""8/25/2012"",""48"",""91"",""16000000"",""vampire love woman director"",""Amy Heckerling"",""""",,,,,,,
"Set It Off,""In Manhattan, a bike messenger picks up an envelope that attracts the interest of a dirty cop, who pursues the cyclist throughout the city."",""17709888"",""8/24/2012"",""62"",""832"",""35000000"",""new york dirty cop bicycle courier duringcreditsstinger race against the clock"",""David Koepp"",""""",,,,,,,
"Ransom,""Plagued by frightening occurrences in their home, Kelly and Ben learn that a university's parapsychology experiment produced an entity that is now haunting them. The malevolent spirit feeds on fear and torments the couple no matter where they run. Desperate, Kelly and Ben turn to a paranormal researcher, but even with his aid, it may already be too late to save themselves from the terrifying presence."",""6385234"",""8/23/2012"",""45"",""140"",""17000000"",""experiment supernatural paranormal haunting disappearance"",""Todd Lincoln "",""""",,,,,,,
"The English Patient,""Sandra is the manager at a fast-food restaurant, and Becky is her teenaged counter girl who really needs the job. One stressful day, a police officer telephones and accuses Becky of stealing money from a customerâ€™s purse, which Becky vehemently denies. Sandra, overwhelmed by her managerial responsibilities, complies with the officerâ€™s orders to detain Becky, beginning a nightmare that tragically blurs the lines between expedience, prudence, legality and reason."",""8942203"",""8/23/2012"",""63"",""221"",""0"","""",""Craig Zobel"",""""",,,,,,,
"Space Jam,""Former getaway driver Charlie Bronson jeopardizes his Witness Protection Plan identity in order to help his girlfriend get to Los Angeles. The feds and Charlie's former gang chase them on the road."",""16668854"",""8/22/2012"",""55"",""224"",""2000000"",""witness protection getaway driver duringcreditsstinger"",""Dax Shepard"",""""",,,,,,,
"Jingle All the Way,""Musical prodigy, Sparkle (Jordin Sparks) struggles to become a star while overcoming issues that are tearing her family apart. From an affluent Detroit area and daughter to a single mother (Whitney Houston), she tries to balance a new romance with music manager Stix (Derek Luke) while dealing with the unexpected challenges her new life will bring as she and her two sisters (Carmen Ejogo and Tika Sumpter) strive to become a dynamic singing group during the Motown-era."",""2698185"",""8/17/2012"",""58"",""36"",""14000000"",""soong sisters duringcreditsstinger"",""Salim Akil"",""""",,,,,,,
"The Mirror Has Two Faces,""A delightful dramatic comedy, a buddy picture, and, for good measure, a heist film. Curmudgeonly old Frank lives by himself. His routine involves daily visits to his local library, where he has a twinkle in his eye for the librarian. His grown children are concerned about their fatherâ€™s well-being and buy him a caretaker robot. Initially resistant to the idea, Frank soon appreciates the benefits of robotic support â€“ like nutritious meals and a clean house â€“ and eventually begins to treat his robot like a true companion. With his robotâ€™s assistance, Frankâ€™s passion for his old, unlawful profession is reignited, for better or worse."",""23419061"",""8/16/2012"",""68"",""450"",""2500000"",""friendship robot senior citizen cat thief"",""Jake Schreier"",""""",,,,,,,
"Star Trek: First Contact,""A childless couple bury a box in their backyard, containing all of their wishes for an infant. Soon, a child is born, though Timothy Green is not all that he appears."",""1.64E+16"",""8/15/2012"",""65"",""386"",""0"",""green dodgeball incredibile timothy"",""Peter Hedges"",""""",,,,,,,
"Daylight,""Something sinister has come to the shores of Erin Island, unbeknownst to the quaint population of this sleepy fishing village resting somewhere off Irelandâ€™s coast. First, some fishermen go missing. Then there is the rash of whale carcasses suddenly washing up on the beach. When the murders start, itâ€™s up to two mismatched cops â€“ an irresponsible alcoholic and his new partner, a by-the-book woman from the mainland â€“ to protect the townsfolk from the giant, bloodsucking, tentacled aliens that prey upon them. Their only weapon, they discover, is booze. If they want to survive the creaturesâ€™ onslaught, everyone will have to get very, very drunk!"",""9451228"",""8/10/2012"",""60"",""140"",""0"",""monster ireland drunk beheaded"",""Jon Wright"",""""",,,,,,,
"Jerry Maguire,""A maverick New York hedge fund trader with uncanny analytic abilities moves to Hong Kong and orchestrates a mega-deal that swiftly escalates beyond his control."",""174311"",""8/10/2012"",""35"",""2"",""0"","""",""Simon Yin"",""""",,,,,,,
"Everyone Says I Love You,""Two rival politicians compete to win an election to represent their small North Carolina congressional district in the United States House of Representatives."",""16460356"",""8/9/2012"",""56"",""578"",""0"",""politics politician election campaign \u00a0north carolinam congressman"",""Jay Roach"",""""",,,,,,,
"Mars Attacks!,""New CIA operative, Aaron Cross experiences life-or-death stakes that have been triggered by the previous actions of Jason Bourne."",""9033681"",""8/8/2012"",""60"",""2651"",""130000000"",""assassin wolf maryland suicide by gunshot rooftop"",""Tony Gilroy"",""""",,,,,,,
"Evita,""Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat."",""5.37E+15"",""8/8/2012"",""61"",""2896"",""100000000"",""airplane number in title airplane crash violence beard"",""Simon West"",""""",,,,,,,
"Beavis and Butt-Head Do America,""After thirty years of marriage, a middle-aged couple attends an intense, week-long counseling session to work on their relationship."",""12967137"",""8/7/2012"",""58"",""284"",""30000000"",""renewing wedding vows marriage counselling"",""David Frankel"",""""",,,,,,,
"Marvin's Room,""Three friends are asked to be bridesmaids at a wedding of a woman they used to ridicule back in high school."",""2.10E+16"",""8/6/2012"",""53"",""444"",""3000000"",""bridesmaid strip club female friendship reunion drug use"",""Leslye Headland"",""""",,,,,,,
"Ghosts of Mississippi,""A group of college friends celebrate the end of term with a party to end all parties. During a drink and drug-fuelled evening, an innocent game of â€˜Truth or Dareâ€™ has a very sore loser, sparking a terrifying sequence of events and a whole new twist on the game of truth or dare â€“ where the truth can kill you."",""6.68E+16"",""8/5/2012"",""57"",""117"",""0"","""",""Robert Heath"",""""",,,,,,,
"My Fellow Americans,""In the town of Blithe Hollow, Norman Babcock is a boy who can speak to the dead, but no one besides his eccentric new friend, Neil, believes his ability is real. One day, Norman's estranged eccentric uncle tells him of an important annual ritual he must take up to protect the town from an curse cast by a witch it condemned centuries ago. Eventually, Norman decides to cooperate, but things don't go according to plan. Now, a magic storm of the witch threatens Blithe Hollow as the accursed dead rise. Together with unexpected new companions, Norman struggles to save his town, only to discover the horrific truth of the curse. With that insight, Norman must resolve the crisis for good as only he can."",""39539045"",""8/3/2012"",""67"",""789"",""60000000"",""medium stop motion curse jock ghost"",""Sam Fell"",""""",,,,,,,
"Scream,""Celeste and Jesse met in high school and got married young. They laugh at the same jokes and finish each otherâ€™s sentences. They are forever linked in their friendsâ€™ minds as the perfect couple â€“ she, a high-powered businesswoman and budding novelist"," he, a free spirit who keeps things from getting boring. Their only problem is that they have decided to get divorced. Can their perfect relationship withstand this minor setback?"",""9.44E+15"",""8/3/2012"",""64"",""163"",""0"",""relationship problems male female relationship divorce best friends in love"",""Lee Toland Krieger"",""""",,,,,,
"Hamlet,""School is out and Greg is ready for the days of summer, when all his plans go wrong. What on earth is he going to do all summer?"",""13410919"",""8/2/2012"",""60"",""223"",""22000000"",""best friend sweet sixteen duringcreditsstinger"",""David Bowers"",""""",,,,,,,
"Love and Death on Long Island,""Four everyday suburban guys come together as an excuse to escape their humdrum lives one night a week. But when they accidentally discover that their town has become overrun with aliens posing as ordinary suburbanites, they have no choice but to save their neighborhood - and the world - from total extermination."",""39395881"",""7/26/2012"",""53"",""881"",""68000000"",""usa sterility castration marriage friendship"",""Akiva Schaffer"",""""",,,,,,,
"Clockwatchers,""Emily arrives in Miami with aspirations to become a professional dancer. She sparks with Sean, the leader of a dance crew whose neighborhood is threatened by Emily's father's development plans."",""2.98E+16"",""7/26/2012"",""67"",""663"",""33000000"",""flash mob dance instructor real estate development nike dance company"",""Scott Speer"",""""",,,,,,,
"Dream with the Fishes,""An accountant, who never quite grew out of his awkward teenage years, finds himself with a dating coach - she happens to be his high school crush as well. Thanks to his coach, he gets a pretty woman he has his sights on for some time, but realizes they are incompatible. Meanwhile, his dating lessons with his teenage crush reawaken old feelings. Not realizing the feelings are mutual, he finds himself unable to act on them due to his fear of being rejected by the one he truly loves."",""1923514"",""7/21/2012"",""52"",""20"",""4000000"","""",""Mark Griffiths"",""""",,,,,,,
"Turbulence,""Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy."",""11231295"",""7/16/2012"",""76"",""9106"",""250000000"",""dc comics crime fighter terrorist secret identity burglar"",""Christopher Nolan"",""""",,,,,,,
"The Relic,""2016: Obama's America takes audiences on a gripping visual journey into the heart of the worlds most powerful office to reveal the struggle of whether one man's past will redefine America over the next four years. The film examines the question, """"If Obama wins a second term, where will we be in 2016?""""  Across the globe and in America, people in 2008 hungered for a leader who would unite and lift us from economic turmoil and war. True to Americas ideals, they invested their hope in a new kind of president, Barack Obama. What they didn't know is that Obama is a man with a past, and in powerful ways that past defines him--who he is, how he thinks, and where he intends to take America and the world. Immersed in exotic locales across four continents, best selling author Dinesh DSouza races against time to find answers to Obama's past and reveal where America will be in 2016."",""973582"",""7/13/2012"",""46"",""19"",""2500000"","""",""John Sullivan"",""""",,,,,,,
"In the Company of Men,""In an unprecedented and candid series of interviews, six former heads of the Shin Bet â€” Israel's intelligence and security agency â€” speak about their role in Israel's decades-long counterterrorism campaign, discussing their controversial methods and whether the ends ultimately justify the means. (TIFF)"",""2828303"",""7/9/2012"",""65"",""39"",""0"",""israel army intelligence agency shin bet"",""Dror Moreh"",""""",,,,,,,
"Hurricane Streets,""Pot growers Ben and Chon face off against the Mexican drug cartel who kidnapped their shared girlfriend."",""3.19E+16"",""7/6/2012"",""62"",""766"",""45000000"",""widow american abroad eye gouging dea agent shot in the shoulder"",""Oliver Stone"",""""",,,,,,,
"I Love You, Don't Touch Me!,""We follow 24 hours in the life of a being moving from life to life like a cold and solitary assassin moving from hit to hit. In each of these interwoven lives, the being possesses an entirely distinct identity: sometimes a man, sometimes a woman, sometimes youthful, sometimes old. By turns murderer, beggar, company chairman, monstrous creature, worker, family man."",""9140936"",""7/2/2012"",""69"",""228"",""0"",""limousine multiple identities wig penis talking car"",""Leos Carax"",""""",,,,,,,
"Prefontaine,""Georges and Anne are in their eighties. They are cultivated, retired music teachers. Their daughter, who is also a musician, lives abroad with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested."",""17151293"",""7/1/2012"",""75"",""400"",""8900000"",""nurse music teacher aging daughter music"",""Michael Haneke"",""""",,,,,,,
"Shadow Conspiracy,""John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori."",""6887691"",""6/29/2012"",""63"",""4697"",""50000000"",""friendship love teddy bear toy comes to life wishes come true"",""Seth MacFarlane"",""""",,,,,,,
"Mr. Nice Guy,""A Wall Street investment banker who has been set up as the linchpin of his company's mob-backed Ponzi scheme is relocated with his family to Aunt Madea's southern home."",""7.05E+16"",""6/29/2012"",""59"",""52"",""0"","""",""Tyler Perry"",""""",,,,,,,
"Dante's Peak,""Hushpuppy, an intrepid six-year-old girl, lives with her father, Wink in 'the Bathtub', a southern Delta community at the edge of the world. Winkâ€™s tough love prepares her for the unraveling of the universe â€“ for a time when heâ€™s no longer there to protect her. When Wink contracts a mysterious illness, nature flies out of whack â€“ temperatures rise, and the ice caps melt, unleashing an army of prehistoric creatures called aurochs. With the waters rising, the aurochs coming, and Winkâ€™s health fading, Hushpuppy goes in search of her lost mother."",""12471239"",""6/29/2012"",""68"",""403"",""1800000"",""refugee camp hurricane fantasy flooding global warming"",""Benh Zeitlin"",""""",,,,,,,
"Smilla's Sense of Snow,""Giving fans unprecedented access to the real life of the music sensation, Katy Perry: Part of Me exposes the hard work, dedication and phenomenal talent of a girl who remained true to herself and her vision in order to achieve her dreams. Featuring rare behind-the-scenes interviews, personal moments between Katy and her friends, and all-access footage of rehearsals, choreography, Katyâ€™s signature style and more, Katy Perry: Part of Me reveals the singerâ€™s unwavering belief that if you can be yourself, then you can be anything."",""8410688"",""6/28/2012"",""65"",""85"",""12000000"",""woman director"",""Dan Cutforth"",""""",,,,,,,
"Absolute Power,""Mike, an experienced stripper, takes a younger performer called The Kid under his wing and schools him in the arts of partying, picking up women, and making easy money."",""35897151"",""6/28/2012"",""61"",""1040"",""7000000"",""dancing florida strip club male stripper novice"",""Steven Soderbergh"",""""",,,,,,,
"Donnie Brasco,""Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance â€“ leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero."",""89866276"",""6/27/2012"",""65"",""6586"",""215000000"",""loss of father vigilante serum marvel comic scientific experiment"",""Marc Webb"",""""",,,,,,,
"The Devil's Own,""Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world."",""6.52E+15"",""6/26/2012"",""62"",""2672"",""95000000"",""blue footed booby prehistoric times melting ice badger elephant seal"",""Steve Martino"",""""",,,,,,,
"Love Jones,""As an asteroid nears Earth, a man finds himself alone after his wife leaves in a panic. He decides to take a road trip to reunite with his high school sweetheart. Accompanying him is a neighbor who inadvertently puts a wrench in his plan."",""3.09E+16"",""6/22/2012"",""63"",""700"",""10000000"",""asteroid road trip end of the world woman director"",""Lorene Scafaria"",""""",,,,,,,
"Liar Liar,""Brave is set in the mystical Scottish Highlands, where MÃ©rida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, MÃ©rida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, MÃ©rida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into MÃ©ridaâ€™s quest â€” and serving as comic relief â€” are the kingdomâ€™s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall."",""125114374"",""6/21/2012"",""67"",""4641"",""185000000"",""scotland rebel bravery kingdom archer"",""Brenda Chapman"",""""",,,,,,,
"Selena,""President Lincoln's mother is killed by a supernatural creature, which fuels his passion to crush vampires and their slave-owning helpers."",""38634767"",""6/20/2012"",""55"",""1269"",""69000000"",""usa president vampire steam locomotive american civil war 19th century"",""Timur Bekmambetov"",""""",,,,,,,
"Cats Don't Dance,""Dex, a superdog sleuth, is the law of the land when the world's most recognized brands take on the forces of evil and the devilish Brand X."",""5258726"",""6/15/2012"",""23"",""28"",""65000000"",""supermarket fight product placement computer animation food"",""Lawrence Kasanoff"",""""",,,,,,,
"The Saint,""While in his teens, Donny fathered a son, Todd, and raised him as a single parent up until Todd's 18th birthday. Now, after not seeing each other for years, Todd's world comes crashing down when Donny resurfaces just before Todd's wedding."",""21723897"",""6/14/2012"",""55"",""453"",""70000000"",""deadbeat dad cheating fianc\u00e9e teacher student sex brother sister incest"",""Sean Anders"",""""",,,,,,,
"Chasing Amy,""A small town girl and a city boy meet on the Sunset Strip, while pursuing their Hollywood dreams."",""2.35E+16"",""6/13/2012"",""60"",""385"",""75000000"",""musical rocker teenager young love rock sta"",""Adam Shankman"",""""",,,,,,,
"Anaconda,""Three magazine employees head out on an assignment to interview a guy who placed a classified ad seeking a companion for time travel."",""25186002"",""6/8/2012"",""68"",""556"",""750000"",""time travel"",""Colin Trevorrow"",""""",,,,,,,
"Grosse Pointe Blank,""Alex, Marty, Gloria and Melman are still trying to get back to the Big Apple and their beloved Central Park zoo, but first they need to find the penguins. When they travel to Monte Carlo, they attract the attention of Animal Control after gate crashing a party and are joined by the penguins, King Julian and Co., and the monkeys. How do a lion, zebra, hippo, giraffe, four penguins, two monkeys, three lemurs travel through Europe without attracting attention and get back to New York? They join a traveling circus. Their attempts to get back to New York are consistently hampered by the Captain of Animal Control who wants to make Alex part of her collection. Once they make it back to New York Marty, Alex, Gloria and Melman realize that they want to be part of the traveling circus."",""4.50E+16"",""6/6/2012"",""64"",""1808"",""145000000"",""madagascar 3d"",""Conrad Vernon"",""""",,,,,,,
"Character,""Set in a bustling bird city on the edge of the majestic Victoria Falls, """"Zambezia"""" is the story of Kai - a naÃ¯ve, but high-spirited young falcon who travels to the bird city of """"Zambezia"""" where he discovers the truth about his origins and, in defending the city, learns how to be part of a community"",""14182301"",""6/5/2012"",""53"",""68"",""20000000"",""falcon bird origin"",""Wayne Thornley"",""""",,,,,,,
"8 Heads in a Duffel Bag,""A chronicle of the Cristeros War (1926-1929), which was touched off by a rebellion against the Mexican government's attempt to secularize the country."",""5759545"",""6/1/2012"",""64"",""35"",""12000000"",""duringcreditsstinger"",""Dean Wright"",""""",,,,,,,
"Volcano,""Hardflip follows the story of Caleb (Randy Wayne) a young skater whose ill mother (Rosanna Arquette) and absent father (John Schneider) leave him reaching for the only hope he has...becoming a sponsored skater. After his mother falls ill, Caleb finds a stack of old love letters. He sets out to find the father he never knew and inadvertently begins a journey he never could have expected. This story explores what happens when we let go of our anger and pain and forgive those who have hurt us most."",""341461"",""6/1/2012"",""47"",""5"",""1000000"",""skateboarding forgiveness sport family relationships aftercreditsstinger"",""Johnny Remo"",""""",,,,,,,
"Breakdown,""After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest."",""77178973"",""5/30/2012"",""58"",""3118"",""170000000"",""queen magic fairy tale immortality forest"",""Rupert Sanders"",""""",,,,,,,
"Warriors of Virtue,""A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race."",""68889395"",""5/30/2012"",""63"",""5080"",""130000000"",""android dystopia alien spin off creation"",""Ridley Scott"",""""",,,,,,,
"Austin Powers: International Man of Mystery,""A girl dying of leukemia compiles a list of things she'd like to do before passing away. Topping the list is her desire to lose her virginity."",""1.41E+16"",""5/25/2012"",""73"",""371"",""0"",""cancer teenager teen drama bucket list based on young adult novel"",""Ol Parker"",""""",,,,,,,
"The Fifth Element,""A group of six tourists looking to go off the beaten path, hire an 'extreme tour guide'. Ignoring warnings, he takes them into the city of Pripyat, the former home to the workers of the Chernobyl nuclear reactor, but a deserted town since the disaster more than 25 years earlier. After a brief exploration of the abandoned city, the group members find themselves stranded, only to discover that they are not alone."",""20649145"",""5/24/2012"",""49"",""483"",""0"",""radiation ukraine nuclear radiation tourist nuclear power plant"",""Bradley Parker"",""""",,,,,,,
"The Sweet Hereafter,""Agents J (Will Smith) and K (Tommy Lee Jones) are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K (Josh Brolin) to save his partner, the agency, and the future of humankind."",""52035179"",""5/23/2012"",""62"",""4160"",""225000000"",""time travel time machine alien fictional government agency seeing the future"",""Barry Sonnenfeld"",""""",,,,,,,
"The Lost World: Jurassic Park,""Dean and Sal are the portrait of the Beat Generation. Their search for """"It"""" results in a fast paced, energetic roller coaster ride with highs and lows throughout the U.S."",""14613152"",""5/22/2012"",""55"",""301"",""25000000"",""based on novel cemetery narration nudity funeral"",""Walter Salles"",""""",,,,,,,
"Con Air,""The clumsy and unfunny clown Richard """"Stitches"""" Grindle entertains at the 10th birthday party of little Tom, but the boy and his friends play a prank with Stitches, tying his shoelaces. Stitches slips, falls and dies. Six years later, Tom gives a birthday party for his friends at home, but Stitches revives to haunt the teenagers and revenge his death."",""7.45E+15"",""5/19/2012"",""55"",""92"",""100000"",""slapstick teen angst slaughter dark comedy supernatural being"",""Conor McMahon"",""""",,,,,,,
"The Sticky Fingers of Time,""Indie Game: The Movie is a feature documentary about video games, their creators and the craft. The film follows the dramatic journeys of video game developers as they create and release their games to the world. The film tells the emotional story of friends Edmund McMillen &amp"," Tommy Refenes, as they craft their first Xbox game: """"Super Meat Boy"""". It follows Phil Fish, the creator of the highly-anticipated game: """"FEZ"""". After 4 years of working in near solitude, Phil reveals his opus to the public for the first time. And, the film tells the surprising story of one of the highest-rated video games of all time:""""Braid"""". The film is about making video games, but at its core, it's about the creative process, and exposing yourself through your work. In short: Making fun and games is anything but fun and games."",""7.68E+16"",""5/18/2012"",""74"",""203"",""0"",""games woman director programmers coding"",""Lisanne Pajot"",""""",,,,,,
"Speed 2: Cruise Control,""Challenges of impending parenthood turn the lives of five couples upside down. Two celebrities are unprepared for the surprise demands of pregnancy"," hormones wreak havoc on a baby-crazy author, while her husband tries not to be outdone by his father, who's expecting twins with his young trophy wife", a photographer's husband isn't sure about his wife's adoption plans," a one-time hook-up results in a surprise pregnancy for rival food-truck owners."",""2.70E+16"",""5/17/2012"",""58"",""594"",""40000000"",""based on novel adoption pregnant miscarriage expectant father"",""Kirk Jones"",""""",,,,
"Ulee's Gold,""A former thief frantically searches for his missing daughter, who has been kidnapped and locked in the trunk of a taxi."",""16830184"",""5/17/2012"",""51"",""344"",""35000000"",""taxi driver thief fbi agent"",""Simon West"",""""",,,,,,,
"My Best Friend's Wedding,""Set on an island off the coast of New England in the summer of 1965, Moonrise Kingdom tells the story of two twelve-year-olds who fall in love, make a secret pact, and run away together into the wilderness. As various authorities try to hunt them down, a violent storm is brewing off-shore â€“ and the peaceful island community is turned upside down in more ways than anyone can handle."",""41083914"",""5/16/2012"",""76"",""1662"",""16000000"",""new england first love eye patch search party devastation"",""Wes Anderson"",""""",,,,,,,
"Batman & Robin,""The heroic story of a dictator who risks his life to ensure that democracy would never come to the country he so lovingly oppressed."",""3.13E+16"",""5/15/2012"",""59"",""1743"",""65000000"",""kurdish"",""Larry Charles"",""""",,,,,,,
"The Last Time I Committed Suicide,""Vampire Barnabas Collins is inadvertently freed from his tomb and emerges into the very changed world of 1972. He returns to Collinwood Manor to find that his once-grand estate and family have fallen into ruin."",""50306728"",""5/8/2012"",""57"",""2320"",""150000000"",""witch imprisonment vampire curse fish out of water"",""Tim Burton"",""""",,,,,,,
"Face/Off,""When ambitious New York attorney Sam is sent to Shanghai on assignment, he immediately stumbles into a legal mess that could end his career. With the help of a beautiful relocation specialist, a well-connected old-timer, a clever journalist, and a street-smart legal assistant, Sam might just save his job, find romance, and learn to appreciate the beauty and wonders of Shanghai. Written by Anonymous  (IMDB.com)."",""857008"",""5/3/2012"",""57"",""7"",""0"","""",""Daniel Hsia"",""""",,,,,,,
"Men in Black,""Though a childhood bout with polio left him dependent on an iron lung, Mark O'Brien (John Hawkes) maintains a career as a journalist and poet. A writing assignment dealing with sex and the disabled piques Mark's curiosity, and he decides to investigate the possibility of experiencing sex himself. When his overtures toward a caregiver scare her away, he books an appointment with sex surrogate Cheryl Green (Helen Hunt) to lose his virginity."",""9115486"",""5/2/2012"",""66"",""179"",""1000000"",""cat virgin narration wheelchair graduation"",""Ben Lewin"",""""",,,,,,,
"Contact,""A self-centered, middle-aged pitchman for a potato chip company loses his job and his livelihood just as his octogenarian grandfather is dropped on his doorstep unexpectedly by his mother on her way to a singles cruise."",""40703"",""4/28/2012"",""0"",""0"",""0"","""",""Marcia Bennett"",""""",,,,,,,
"A Simple Wish,""Exactly one year after Tom meets Violet, he surprises her with a wedding ring. By all accounts, Tom and Violet are destined for their happily ever after. However, this engaged couple just keep getting tripped up on the long walk down the aisle."",""2771063"",""4/27/2012"",""57"",""457"",""30000000"",""sex san francisco restaurant frustration chase"",""Nicholas Stoller"",""""",,,,,,,
"Princess Mononoke,""A group of print workers in 1980s London club together to buy a race horse."",""8.67E+15"",""4/27/2012"",""58"",""2"",""7500000"",""racehorse"",""Sacha Bennett"",""""",,,,,,,
"George of the Jungle,""In this true story in the tiny, rural town of Carthage, TX, assistant funeral director Bernie Tiede was one of the town's most beloved residents. Everyone loved and appreciated Bernie, and it came as no surprise when he befriended Marjorie Nugent, an affluent widow who was as well known for her sour attitude as her fortune. Until that day news came that Marjorie Nugent had been dead for some time, and Bernie Tiede was being charged with the murder."",""1.27E+16"",""4/27/2012"",""65"",""320"",""5000000"",""prison visit funeral director funeral home amateur theater embezzlement"",""Richard Linklater"",""""",,,,,,,
"Snow White: A Tale of Terror,""A group of oddball high school students find themselves trapped in detention with their classmates having turned into a horde of Zombies."",""2.39E+16"",""4/27/2012"",""45"",""34"",""500000"",""high school independent film zombie extreme violence"",""Alex Craig Mann"",""""",,,,,,,
